appid,title,developer,publisher,genres,languages,tags,release_date,price,old_userscore,is_free,detailed_description,about_the_game,short_description,pc_requirements,content_descriptors
1222670,The Sims™ 4,Maxis,Electronic Arts,"Adventure, Casual, Simulation, Free to Play","English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Finnish, Traditional Chinese, Simplified Chinese, Korean","Single-player, Steam Trading Cards, Remote Play on Tablet",2020-06-18,,,true,Digital Deluxe UpgradeAbout the GameUnleash your i...,Unleash your imagination and create a unique world...,Play with life and discover the possibilities. Unl...,Minimum:Requires a 64-bit processor and operating ...,
2379780,Balatro,LocalThunk,Playstack,"Casual, Indie, Strategy",English,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2024-02-20,"$14.99 ",89,false,Balatro is a poker-inspired roguelike deck builder...,Balatro is a poker-inspired roguelike deck builder...,The poker roguelike. Balatro is a hypnotically sat...,Minimum:Requires a 64-bit processor and operating ...,
1326470,Sons Of The Forest,Endnight Games Ltd,"Newnight ","Action, Adventure, Indie, Simulation","English, French, Italian, German, Spanish - Spain, Czech, Finnish, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkishlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Cloud, Family Sharing",2024-02-22,"$29.99 ",,false,An entirely new experience from the makers of the ...,An entirely new experience from the makers of the ...,Sent to find a missing billionaire on a remote isl...,Minimum:Requires a 64-bit processor and operating ...,"Sons Of The Forest contains intense violence, bloo..."
438100,VRChat,VRChat Inc.,VRChat Inc.,"Adventure, Casual, Massively Multiplayer, Simulation, Sports, Free to Play, Early Access",English,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Full controller support, Tracked Controller Support, VR Supported",2017-02-01,,,true,Imagine a space filled with limitless possibilitie...,Imagine a space filled with limitless possibilitie...,"Join our growing community as you explore, play, a...",Minimum:Requires a 64-bit processor and operating ...,
218620,PAYDAY 2,OVERKILL - a Starbreeze Studio.,Starbreeze Publishing AB,"Action, RPG","English, German, French, Italian, Spanish - Spain, Dutch, Russian, Japanese, Simplified Chinese, Spanish - Latin America, Korean, Polishlanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, In-App Purchases, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2013-08-13,"$9.99 ",79,false,"PAYDAY 2 is an action-packed, four-player co-op sh...","PAYDAY 2 is an action-packed, four-player co-op sh...","PAYDAY 2 is an action-packed, four-player co-op sh...",Minimum:OS *: Windows 7Processor: 2 GHz Intel Dual...,
1449850,Yu-Gi-Oh! Master Duel,KONAMI,KONAMI,"Simulation, Strategy, Free to Play","English, French, Italian, German, Spanish - Latin America, Portuguese - Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese","Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",2022-01-18,,,true,"Finally, the ""Yu-Gi-Oh!"" digital card game you've ...","Finally, the ""Yu-Gi-Oh!"" digital card game you've ...",Yu-Gi-Oh! MASTER DUEL is the ultimate free-to-play...,Minimum:Requires a 64-bit processor and operating ...,
346110,ARK: Survival Evolved,"Studio Wildcard, Instinct Games, Efecto Studios, Virtual Basement LLC","Studio Wildcard, Snail Games USA","Action, Adventure, Indie, Massively Multiplayer, RPG","English, French, Italian, German, Spanish - Spain, Russian, Portuguese - Brazil, Simplified Chinese, Czech, Danish, Dutch, Hungarian, Polish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Finnish, Japanese, Koreanlanguages with full audio support","Single-player, Multi-player, MMO, Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Remote Play on Tablet, Family Sharing",2017-08-27,"$14.99 ",70,false,ARK: Survival Ascended!https://store.steampowered....,"As a man or woman stranded naked, freezing and sta...","Stranded on the shores of a mysterious island, you...",Minimum:OS *: Windows 7/8.1/10 (64-bit versions)Pr...,
1281930,tModLoader,TML Team,"Re-Logic, TML Team","Action, Adventure, Indie, RPG, Free to Play","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Workshop, Steam Cloud",2020-05-16,,,true,"Dig, Fight, and Build your way through the world o...","Dig, Fight, and Build your way through the world o...","Dig, Fight, and Build your way through the world o...","Minimum:OS *: Windows 7 x64, 8/8.1 x64, 10, 11Proc...",
105600,Terraria,Re-Logic,Re-Logic,"Action, Adventure, Indie, RPG","English, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",2011-05-16,"$9.99 ",83,false,"Dig, Fight, Explore, Build:  The very world is at ...","Dig, Fight, Explore, Build:  The very world is at ...","Dig, fight, explore, build! Nothing is impossible ...","REQUIREDOS: Windows Xp, Vista, 7, 8/8.1, 10  Proce...",
1623660,MIR4,Wemade Next,Wemade,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","English, Traditional Chinese, Japanese, Simplified Chinese, Koreanlanguages with full audio support","Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",2021-08-25,,,true,Venture into the open world of MIR and start your ...,Venture into the open world of MIR and start your ...,MIR4 is a free-to-play open world K-fantasy MMORPG...,Minimum:Requires a 64-bit processor and operating ...,
1142710,Total War: WARHAMMER III,"CREATIVE ASSEMBLY, Feral Interactive","SEGA, Feral Interactive","Action, Strategy","English, French, Italian, German, Spanish - Spain, Czech, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkishlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",2022-02-16,"$59.99 ",86,false,Immortal Empires is Now Available to all Total War...,The last roar of a dying god ruptures the boundary...,The cataclysmic conclusion to the Total War: WARHA...,Minimum:OS *: Windows 7 64-bitProcessor: Intel i3/...,This content shows violence of a graphical nature ...
436150,Governor of Poker 3,Playtika Ltd.,Playtika Ltd.,"Casual, Massively Multiplayer, Simulation, Free to Play","English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Turkish, Dutch, Polish, Arabic, Portuguese - Portugal, Simplified Chinese, Spanish - Latin America, Norwegian, Romanian, Swedish, Thai, Traditional Chinese, Indonesian, Malay","Multi-player, MMO, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",2016-02-19,,,true,Play poker online in this awesome Texas Holdem Pok...,Play poker online in this awesome Texas Holdem Pok...,Governor of Poker 3 is the best multiplayer poker ...,Minimum:Requires a 64-bit processor and operating ...,
2357570,Overwatch® 2,"Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.","Action, Free to Play","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Portuguese - Portugal, Russian, Spanish - Latin America, Traditional Chinese, Simplified Chineselanguages with full audio support","Multi-player, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, In-App Purchases",2023-08-10,,,true,,,"Overwatch 2 is a critically acclaimed, team-based ...",Minimum:Requires a 64-bit processor and operating ...,
2103140,Magicraft,Wave Game,bilibili,"Action, Adventure, Indie, RPG, Early Access","English, Simplified Chinese, Traditional Chinese, Japaneselanguages with full audio support","Single-player, Full controller support, Steam Cloud, Family Sharing",2023-11-01,"$9.99 ",,false,Discordhttps://discord.gg/9TQTkH8pmj The legend! T...,Discordhttps://discord.gg/9TQTkH8pmj The legend! T...,"""Magicraft"" is a Roguelike game that uses a variet...",Minimum:OS *: Windows 7 or laterProcessor: Intel C...,
251570,7 Days to Die,The Fun Pimps,The Fun Pimps Entertainment LLC,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access","English, French, German, Spanish - Spain, Italian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Includes level editor, Remote Play on Tablet, Remote Play on TV, Family Sharing",2013-12-13,"$24.99 ",,false,HOW LONG WILL YOU SURVIVE?With over 16 million cop...,HOW LONG WILL YOU SURVIVE?With over 16 million cop...,7 Days to Die is an open-world game that is a uniq...,Minimum:Requires a 64-bit processor and operating ...,
261550,Mount & Blade II: Bannerlord,TaleWorlds Entertainment,TaleWorlds Entertainment,"Action, Indie, RPG, Simulation, Strategy","English, Simplified Chinese, Turkish, Traditional Chinese, French, Italian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Spanish - Latin America, Germanlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Includes level editor, Remote Play on Tablet, Family Sharing",2022-10-25,"$49.99 ",77,false,"The horns sound, the ravens gather. An empire is t...","The horns sound, the ravens gather. An empire is t...","A strategy/action RPG. Create a character, engage ...",Minimum:Requires a 64-bit processor and operating ...,This game is set in a fictional medieval world whe...
108600,Project Zomboid,The Indie Stone,The Indie Stone,"Indie, RPG, Simulation, Early Access","English, French, Italian, German, Spanish - Spain, Danish, Dutch, Hungarian, Norwegian, Polish, Portuguese - Portugal, Russian, Turkish, Japanese, Simplified Chinese, Portuguese - Brazil, Finnish, Korean, Thai, Traditional Chinese, Ukrainian","Single-player, Multi-player, PvP, Online PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Steam Trading Cards, Steam Workshop, Partial Controller Support, Remote Play Together, Family Sharing",2013-11-08,"$19.99 ",,false,Project Zomboid is an open-ended zombie-infested s...,Project Zomboid is an open-ended zombie-infested s...,Project Zomboid is the ultimate in zombie survival...,"OS: Windows 10, 64 Bit  64bit OS required Processo...",
4000,Garry's Mod,Facepunch Studios,Valve,"Casual, Indie, Simulation","English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Ukrainianlanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Valve Anti-Cheat enabled, Includes level editor, Includes Source SDK, Remote Play on Tablet, Family Sharing",2006-11-29,"$9.99 ",,false,Garry's Mod is a physics sandbox. There aren't any...,Garry's Mod is a physics sandbox. There aren't any...,Garry's Mod is a physics sandbox. There aren't any...,Minimum:OS *: Windows® XP/VistaProcessor: 2 GHz Pr...,
2338770,NBA 2K24,Visual Concepts,2K,"Simulation, Sports","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chineselanguages with full audio support","Single-player, Multi-player, PvP, Online PvP, Shared/Split Screen PvP, Co-op, Online Co-op, Shared/Split Screen Co-op, Shared/Split Screen, Steam Achievements, In-App Purchases, Partial Controller Support, Steam Cloud, Remote Play Together, Family Sharing",2023-09-07,"$9.59 ",,false,NBA 2K24 Black Mamba EditionThis edition includes:...,"Grab your squad and experience the past, present, ...",Experience hoops culture in NBA 2K24. Enjoy loads ...,Minimum:Requires a 64-bit processor and operating ...,
294100,RimWorld,Ludeon Studios,Ludeon Studios,"Indie, Simulation, Strategy","English, French, German, Polish, Russian, Italian, Spanish - Spain, Czech, Danish, Dutch, Hungarian, Japanese, Norwegian, Portuguese - Portugal, Portuguese - Brazil, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Finnish, Korean, Romanian, Spanish - Latin America","Single-player, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play on Tablet, Family Sharing",2018-10-17,"$34.99 ",87,false,RimWorld is a sci-fi colony sim driven by an intel...,RimWorld is a sci-fi colony sim driven by an intel...,A sci-fi colony sim driven by an intelligent AI st...,Minimum:OS *: Windows 7Processor: Core 2 DuoMemory...,
250900,The Binding of Isaac: Rebirth,"Nicalis, Inc., Edmund McMillen","Nicalis, Inc.",Action,Englishlanguages with full audio support,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",2014-11-04,"$14.99 ",,false,New DLC Availablehttps://store.steampowered.com/ap...,When Isaac’s mother starts hearing the voice of Go...,The Binding of Isaac: Rebirth is a randomly genera...,Minimum:OS: XPProcessor: Core 2 DuoMemory: 2 GB RA...,
1928980,Nightingale,Inflexion Games,Inflexion Games,"Action, Adventure, RPG, Early Access","English, French, Italian, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chineselanguages with full audio support","Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Partial Controller Support, Family Sharing",2024-02-20,"$29.99 ",,false,Join the CommunityAbout the GameNightingale is a P...,Nightingale is a PVE open-world survival crafting ...,"Set out on a journey of survival and adventure, in...",Minimum:Requires a 64-bit processor and operating ...,
